date,TOA,GHI,BHI,DHI,BNI
2019-03-04 16:00:00+00:00,0,0,0,0,0
2019-03-04 16:15:00+00:00,0,0,0,0,0
2019-03-04 16:30:00+00:00,0,0,0,0,0
2019-03-04 16:45:00+00:00,0,0,0,0,0
2019-03-04 17:00:00+00:00,0,0,0,0,0
2019-03-04 17:15:00+00:00,0,0,0,0,0
2019-03-04 17:30:00+00:00,0,0,0,0,0
2019-03-04 17:45:00+00:00,0,0,0,0,0
2019-03-04 18:00:00+00:00,0,0,0,0,0
2019-03-04 18:15:00+00:00,0,0,0,0,0
2019-03-04 18:30:00+00:00,0,0,0,0,0
2019-03-04 18:45:00+00:00,0,0,0,0,0
2019-03-04 19:00:00+00:00,0,0,0,0,0
2019-03-04 19:15:00+00:00,0,0,0,0,0
2019-03-04 19:30:00+00:00,0,0,0,0,0
2019-03-04 19:45:00+00:00,0,0,0,0,0
2019-03-04 20:00:00+00:00,0,0,0,0,0
2019-03-04 20:15:00+00:00,0,0,0,0,0
2019-03-04 20:30:00+00:00,0,0,0,0,0
2019-03-04 20:45:00+00:00,0,0,0,0,0
2019-03-04 21:00:00+00:00,0,0,0,0,0
2019-03-04 21:15:00+00:00,0,0,0,0,0
2019-03-04 21:30:00+00:00,0,0,0,0,0
2019-03-04 21:45:00+00:00,0,0,0,0,0
2019-03-04 22:00:00+00:00,0,0,0,0,0
2019-03-04 22:15:00+00:00,0,0,0,0,0
2019-03-04 22:30:00+00:00,0,0,0,0,0
2019-03-04 22:45:00+00:00,0.9275,0.1409,0.0001,0.1407,0
2019-03-04 23:00:00+00:00,14.6107,2.711,0.0497,2.6613,0.9497
2019-03-04 23:15:00+00:00,32.0553,7.1626,0.3725,6.7901,3.8693
2019-03-04 23:30:00+00:00,49.2626,12.7202,1.1145,11.6057,7.7151
2019-03-04 23:45:00+00:00,66.159,19.2302,2.3426,16.8875,12.1658
2019-03-05 00:00:00+00:00,82.6723,26.7163,4.1414,22.5749,17.2598
2019-03-05 00:15:00+00:00,98.7316,35.1645,6.5867,28.5778,23.0264
2019-03-05 00:30:00+00:00,114.2683,44.4424,9.7884,34.654,29.5873
2019-03-05 00:45:00+00:00,129.2158,54.4839,13.9067,40.5772,37.2013
2019-03-05 01:00:00+00:00,143.5103,64.9628,18.7475,46.2153,45.1792
2019-03-05 01:15:00+00:00,157.0903,75.6718,24.2201,51.4518,53.3415
2019-03-05 01:30:00+00:00,169.898,86.4163,30.2123,56.2039,61.539
2019-03-05 01:45:00+00:00,181.8785,97.0181,36.5976,60.4206,69.6481
2019-03-05 02:00:00+00:00,192.9803,107.3498,43.2271,64.1227,77.5436
2019-03-05 02:15:00+00:00,203.1562,117.354,49.9283,67.4257,85.0875
2019-03-05 02:30:00+00:00,212.3626,126.8405,56.7294,70.1111,92.4914
2019-03-05 02:45:00+00:00,220.5599,136.0098,64.7813,71.2286,101.6949
